track_uri,track_name,artist_name,artist_pop,artist_genres,album,track_pop,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,time_signature,like
spotify:track:67KcLbqGJ37hN68KrQ0QEe,Guns And Girls,Kingdom Of Giants,44,"['melodic metalcore', 'metalcore', 'post-post-hardcore', 'post-screamo', 'screamo']",Abominable,16,0.283,0.952,8,-4.302,1,0.158,0.00114,0,0.333,0.215,144.981,audio_features,67KcLbqGJ37hN68KrQ0QEe,spotify:track:67KcLbqGJ37hN68KrQ0QEe,https://api.spotify.com/v1/tracks/67KcLbqGJ37hN68KrQ0QEe,https://api.spotify.com/v1/audio-analysis/67KcLbqGJ37hN68KrQ0QEe,4,1
spotify:track:1lklm7l2pWgjHqNtlvTtgR,Incandescent,Astronoid,28,"['blackgaze', 'boston metal', 'cosmic black metal', 'sci-fi metal']",Air,25,0.246,0.723,5,-9.401,1,0.0521,7.43e-05,0.551,0.572,0.132,159.981,audio_features,1lklm7l2pWgjHqNtlvTtgR,spotify:track:1lklm7l2pWgjHqNtlvTtgR,https://api.spotify.com/v1/tracks/1lklm7l2pWgjHqNtlvTtgR,https://api.spotify.com/v1/audio-analysis/1lklm7l2pWgjHqNtlvTtgR,4,1
spotify:track:6fTgbkBiMITtHUmik95ClX,MakeDamnSure,Taking Back Sunday,61,"['emo', 'pop punk']",Louder Now (Deluxe Edition),69,0.552,0.836,6,-5.608,1,0.0453,0.00942,0,0.372,0.432,140.496,audio_features,6fTgbkBiMITtHUmik95ClX,spotify:track:6fTgbkBiMITtHUmik95ClX,https://api.spotify.com/v1/tracks/6fTgbkBiMITtHUmik95ClX,https://api.spotify.com/v1/audio-analysis/6fTgbkBiMITtHUmik95ClX,4,1
spotify:track:0C9d07g8OTaJeZVVmjN0pS,Tree Village,Dance Gavin Dance,64,"['metalcore', 'pixie', 'sacramento indie', 'screamo', 'swancore']",Happiness,48,0.17,0.89,4,-3.581,0,0.0521,0.0166,0.000102,0.107,0.233,178.464,audio_features,0C9d07g8OTaJeZVVmjN0pS,spotify:track:0C9d07g8OTaJeZVVmjN0pS,https://api.spotify.com/v1/tracks/0C9d07g8OTaJeZVVmjN0pS,https://api.spotify.com/v1/audio-analysis/0C9d07g8OTaJeZVVmjN0pS,4,1
spotify:track:23DHUWJ7iEieNPMPKvjzBV,Ohio Is For Lovers,Hawthorne Heights,53,"['dayton indie', 'pop punk', 'post-hardcore', 'screamo']",The Silence In Black And White (Re-Issue),65,0.566,0.835,8,-6.87,0,0.0742,0.0356,0,0.241,0.606,170.066,audio_features,23DHUWJ7iEieNPMPKvjzBV,spotify:track:23DHUWJ7iEieNPMPKvjzBV,https://api.spotify.com/v1/tracks/23DHUWJ7iEieNPMPKvjzBV,https://api.spotify.com/v1/audio-analysis/23DHUWJ7iEieNPMPKvjzBV,4,1
spotify:track:0nQcyybXeatlDXgvQOrT1n,It's Far Better To Learn,Saosin,52,"['metalcore', 'pop punk', 'post-hardcore', 'screamo']",Saosin,49,0.32,0.94,2,-4.823,0,0.0866,0.000402,0.14,0.235,0.0724,182.189,audio_features,0nQcyybXeatlDXgvQOrT1n,spotify:track:0nQcyybXeatlDXgvQOrT1n,https://api.spotify.com/v1/tracks/0nQcyybXeatlDXgvQOrT1n,https://api.spotify.com/v1/audio-analysis/0nQcyybXeatlDXgvQOrT1n,4,1
spotify:track:7CR0CfMEC6BZBuYLaKSbu9,And I Told Them I Invented Times New Roman,Dance Gavin Dance,64,"['metalcore', 'pixie', 'sacramento indie', 'screamo', 'swancore']",Downtown Battle Mountain,50,0.271,0.92,5,-2.89,1,0.0572,3.62e-05,3.26e-06,0.316,0.36,83.766,audio_features,7CR0CfMEC6BZBuYLaKSbu9,spotify:track:7CR0CfMEC6BZBuYLaKSbu9,https://api.spotify.com/v1/tracks/7CR0CfMEC6BZBuYLaKSbu9,https://api.spotify.com/v1/audio-analysis/7CR0CfMEC6BZBuYLaKSbu9,4,1
spotify:track:6p4jnIWFWyLz0zUo2RD9iu,"Baby, You Wouldn't Last A Minute On The Creek",Chiodos,48,"['metalcore', 'pop punk', 'post-hardcore', 'progressive post-hardcore', 'screamo']",All's Well That Ends Well,57,0.38,0.908,2,-6.425,0,0.193,0.0295,0,0.101,0.0974,97.613,audio_features,6p4jnIWFWyLz0zUo2RD9iu,spotify:track:6p4jnIWFWyLz0zUo2RD9iu,https://api.spotify.com/v1/tracks/6p4jnIWFWyLz0zUo2RD9iu,https://api.spotify.com/v1/audio-analysis/6p4jnIWFWyLz0zUo2RD9iu,4,1
spotify:track:32GLsaZGtVQ4OUaqmVsF9I,Bitches Brew,✝✝✝ (Crosses),48,"['alternative metal', 'electronic rock']",††† (Crosses),45,0.551,0.661,1,-4.428,0,0.033,0.00121,0.000567,0.147,0.589,88.02,audio_features,32GLsaZGtVQ4OUaqmVsF9I,spotify:track:32GLsaZGtVQ4OUaqmVsF9I,https://api.spotify.com/v1/tracks/32GLsaZGtVQ4OUaqmVsF9I,https://api.spotify.com/v1/audio-analysis/32GLsaZGtVQ4OUaqmVsF9I,4,1
spotify:track:2eOzEJoqdwXeeBUBqgEb3h,All in Question,Royal Coda,42,"['progressive post-hardcore', 'sacramento indie', 'screamo']",Compassion,9,0.2,0.934,5,-4.58,1,0.163,0.0102,0.00621,0.151,0.211,183.565,audio_features,2eOzEJoqdwXeeBUBqgEb3h,spotify:track:2eOzEJoqdwXeeBUBqgEb3h,https://api.spotify.com/v1/tracks/2eOzEJoqdwXeeBUBqgEb3h,https://api.spotify.com/v1/audio-analysis/2eOzEJoqdwXeeBUBqgEb3h,5,1
spotify:track:7ipGvvE90ROUNFw7ZBXBTO,Ghost Voices,Virtual Self,42,['future bass'],Virtual Self,52,0.311,0.857,11,-8.332,0,0.0396,0.00137,0.805,0.307,0.358,119.96,audio_features,7ipGvvE90ROUNFw7ZBXBTO,spotify:track:7ipGvvE90ROUNFw7ZBXBTO,https://api.spotify.com/v1/tracks/7ipGvvE90ROUNFw7ZBXBTO,https://api.spotify.com/v1/audio-analysis/7ipGvvE90ROUNFw7ZBXBTO,4,1
spotify:track:6OL4I5q61iaBCWz2L7GvVe,Fraction Of,The Whags,1,[],Fraction of / Everything's the Same,1,0.508,0.671,11,-7.663,1,0.0283,0.062,0.155,0.102,0.498,88.056,audio_features,6OL4I5q61iaBCWz2L7GvVe,spotify:track:6OL4I5q61iaBCWz2L7GvVe,https://api.spotify.com/v1/tracks/6OL4I5q61iaBCWz2L7GvVe,https://api.spotify.com/v1/audio-analysis/6OL4I5q61iaBCWz2L7GvVe,4,1
spotify:track:3m7KZMF8qofzaegE5g6eGc,Spiritual Instinct,Alcest,44,"['atmospheric black metal', 'blackgaze', 'french black metal', 'french metal', 'french shoegaze', 'post-black metal', 'post-metal', 'shoegaze']",Spiritual Instinct,34,0.275,0.681,10,-8.817,0,0.0363,0.000261,0.889,0.119,0.191,96.202,audio_features,3m7KZMF8qofzaegE5g6eGc,spotify:track:3m7KZMF8qofzaegE5g6eGc,https://api.spotify.com/v1/tracks/3m7KZMF8qofzaegE5g6eGc,https://api.spotify.com/v1/audio-analysis/3m7KZMF8qofzaegE5g6eGc,3,1
spotify:track:10kRvhPLK4Hd9thfKN0KoP,DREAM,Ocean Grove,41,"['australian metalcore', 'australian post-hardcore', 'nu-metalcore']",DREAM,28,0.343,0.668,9,-3.59,1,0.0563,0.000319,1.01e-05,0.334,0.31,91.436,audio_features,10kRvhPLK4Hd9thfKN0KoP,spotify:track:10kRvhPLK4Hd9thfKN0KoP,https://api.spotify.com/v1/tracks/10kRvhPLK4Hd9thfKN0KoP,https://api.spotify.com/v1/audio-analysis/10kRvhPLK4Hd9thfKN0KoP,4,1
spotify:track:4W3wHm1kroqVd8tRyu9CGv,Pyrocene,Genghis Tron,24,"['american grindcore', 'cybergrind', 'grindcore', 'mathcore', 'nintendocore', 'post-doom metal', 'post-metal', 'sasscore']",Dream Weapon,27,0.385,0.865,1,-7.142,1,0.0507,0.00055,0.885,0.124,0.395,186.064,audio_features,4W3wHm1kroqVd8tRyu9CGv,spotify:track:4W3wHm1kroqVd8tRyu9CGv,https://api.spotify.com/v1/tracks/4W3wHm1kroqVd8tRyu9CGv,https://api.spotify.com/v1/audio-analysis/4W3wHm1kroqVd8tRyu9CGv,5,1
spotify:track:6mEa6eIKJZ99536PCnJymz,a.i.ngel (Become God),Virtual Self,42,['future bass'],Virtual Self,36,0.265,0.749,6,-6.161,0,0.0503,0.00331,0.478,0.123,0.261,174.125,audio_features,6mEa6eIKJZ99536PCnJymz,spotify:track:6mEa6eIKJZ99536PCnJymz,https://api.spotify.com/v1/tracks/6mEa6eIKJZ99536PCnJymz,https://api.spotify.com/v1/audio-analysis/6mEa6eIKJZ99536PCnJymz,5,1
spotify:track:68lrQ6jAW5cOyn7GX39uzz,sad day,FKA twigs,63,"['afrofuturism', 'alternative r&b', 'art pop', 'escape room', 'experimental r&b', 'pop', 'trip hop']",MAGDALENE,49,0.434,0.469,0,-10.681,0,0.166,0.808,0.000212,0.0856,0.14,136.723,audio_features,68lrQ6jAW5cOyn7GX39uzz,spotify:track:68lrQ6jAW5cOyn7GX39uzz,https://api.spotify.com/v1/tracks/68lrQ6jAW5cOyn7GX39uzz,https://api.spotify.com/v1/audio-analysis/68lrQ6jAW5cOyn7GX39uzz,4,1
spotify:track:6iZVQLI9gs9kFRnmbQLzHO,Something Comforting,Porter Robinson,62,"['complextro', 'edm', 'melodic dubstep', 'pop dance', 'progressive electro house']",Something Comforting,47,0.47,0.56,8,-9.707,1,0.0298,0.0449,3.83e-06,0.0774,0.29,143.987,audio_features,6iZVQLI9gs9kFRnmbQLzHO,spotify:track:6iZVQLI9gs9kFRnmbQLzHO,https://api.spotify.com/v1/tracks/6iZVQLI9gs9kFRnmbQLzHO,https://api.spotify.com/v1/audio-analysis/6iZVQLI9gs9kFRnmbQLzHO,4,1
spotify:track:0TzkG2s7nhpZs0RNSBsAlF,Annihilation,i_o,48,"['edm', 'electro house']",Annihilation,36,0.669,0.697,1,-7.738,1,0.0321,0.000577,0.43,0.603,0.126,130.036,audio_features,0TzkG2s7nhpZs0RNSBsAlF,spotify:track:0TzkG2s7nhpZs0RNSBsAlF,https://api.spotify.com/v1/tracks/0TzkG2s7nhpZs0RNSBsAlF,https://api.spotify.com/v1/audio-analysis/0TzkG2s7nhpZs0RNSBsAlF,3,1
spotify:track:300bSfVhnNrXHZEHKxQjPU,Kodama,Alcest,44,"['atmospheric black metal', 'blackgaze', 'french black metal', 'french metal', 'french shoegaze', 'post-black metal', 'post-metal', 'shoegaze']",Kodama,40,0.466,0.573,3,-9.266,0,0.031,0.000925,0.782,0.341,0.245,104.996,audio_features,300bSfVhnNrXHZEHKxQjPU,spotify:track:300bSfVhnNrXHZEHKxQjPU,https://api.spotify.com/v1/tracks/300bSfVhnNrXHZEHKxQjPU,https://api.spotify.com/v1/audio-analysis/300bSfVhnNrXHZEHKxQjPU,3,1
spotify:track:1sNEW5TWdN1Et70SwaTi7o,KING GHOST,Steven Wilson,47,"['art rock', 'neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']",THE FUTURE BITES,19,0.499,0.485,2,-12.348,1,0.0509,0.221,0.503,0.0578,0.167,188.046,audio_features,1sNEW5TWdN1Et70SwaTi7o,spotify:track:1sNEW5TWdN1Et70SwaTi7o,https://api.spotify.com/v1/tracks/1sNEW5TWdN1Et70SwaTi7o,https://api.spotify.com/v1/audio-analysis/1sNEW5TWdN1Et70SwaTi7o,4,1
spotify:track:12QtgLl2KA83A7hXwPVAuw,Pursuance,Spencer Brown,42,"['progressive house', 'progressive trance']",Stream of Consciousness,25,0.6,0.928,11,-9.103,1,0.0408,0.00518,0.923,0.126,0.335,123.995,audio_features,12QtgLl2KA83A7hXwPVAuw,spotify:track:12QtgLl2KA83A7hXwPVAuw,https://api.spotify.com/v1/tracks/12QtgLl2KA83A7hXwPVAuw,https://api.spotify.com/v1/audio-analysis/12QtgLl2KA83A7hXwPVAuw,4,1
spotify:track:0QMK2WVjKy3iKdqajgDB1P,Strong,London Grammar,63,"['metropopolis', 'nottingham indie']",If You Wait,46,0.57,0.397,10,-11.091,1,0.0322,0.737,3.54e-05,0.082,0.297,78.013,audio_features,0QMK2WVjKy3iKdqajgDB1P,spotify:track:0QMK2WVjKy3iKdqajgDB1P,https://api.spotify.com/v1/tracks/0QMK2WVjKy3iKdqajgDB1P,https://api.spotify.com/v1/audio-analysis/0QMK2WVjKy3iKdqajgDB1P,4,1
spotify:track:4qpHtRSPH2Ojuc90zrvDDB,Mortality Rate,Greyhaven,35,"['american metalcore', 'metalcore', 'progressive metalcore', 'progressive post-hardcore']",Empty Black,25,0.261,0.993,0,-2.302,1,0.218,5.59e-05,0.00129,0.339,0.185,166.713,audio_features,4qpHtRSPH2Ojuc90zrvDDB,spotify:track:4qpHtRSPH2Ojuc90zrvDDB,https://api.spotify.com/v1/tracks/4qpHtRSPH2Ojuc90zrvDDB,https://api.spotify.com/v1/audio-analysis/4qpHtRSPH2Ojuc90zrvDDB,4,1
spotify:track:5WjQUHnZPg0dzKSpwjQDMW,Sword,Sufferer,27,['progressive post-hardcore'],Sufferer,38,0.602,0.975,7,-4.511,0,0.0816,0.003,0.0192,0.352,0.0609,103.036,audio_features,5WjQUHnZPg0dzKSpwjQDMW,spotify:track:5WjQUHnZPg0dzKSpwjQDMW,https://api.spotify.com/v1/tracks/5WjQUHnZPg0dzKSpwjQDMW,https://api.spotify.com/v1/audio-analysis/5WjQUHnZPg0dzKSpwjQDMW,3,1
spotify:track:4zbySKLBwhlIZwC5BPTRy8,Rituals,Rolo Tomassi,34,"['chaotic hardcore', 'cybergrind', 'mathcore', 'nintendocore', 'sasscore', 'uk metalcore', 'uk post-hardcore']",Time Will Die and Love Will Bury It,0,0.27,0.987,1,-4.242,0,0.27,6.42e-05,0.329,0.136,0.0391,170.284,audio_features,4zbySKLBwhlIZwC5BPTRy8,spotify:track:4zbySKLBwhlIZwC5BPTRy8,https://api.spotify.com/v1/tracks/4zbySKLBwhlIZwC5BPTRy8,https://api.spotify.com/v1/audio-analysis/4zbySKLBwhlIZwC5BPTRy8,4,1
spotify:track:7h1bwvsQsF2EZyNr3qa6YL,State of Non-Return,OM,35,"['doom metal', 'drone metal', 'drone rock', 'post-doom metal', 'psychedelic doom', 'space rock', 'stoner metal', 'stoner rock']",Advaitic Songs,0,0.33,0.709,8,-10.309,1,0.0445,0.0103,0.871,0.103,0.184,128.505,audio_features,7h1bwvsQsF2EZyNr3qa6YL,spotify:track:7h1bwvsQsF2EZyNr3qa6YL,https://api.spotify.com/v1/tracks/7h1bwvsQsF2EZyNr3qa6YL,https://api.spotify.com/v1/audio-analysis/7h1bwvsQsF2EZyNr3qa6YL,4,1
spotify:track:4aA8R1nG64xaRIr9ZndxxG,Motherfunk,In Search Of Sun,29,['uk metalcore'],Virgin Funk Mother,36,0.543,0.888,4,-4.528,0,0.0468,0.0187,2.58e-06,0.473,0.635,139.981,audio_features,4aA8R1nG64xaRIr9ZndxxG,spotify:track:4aA8R1nG64xaRIr9ZndxxG,https://api.spotify.com/v1/tracks/4aA8R1nG64xaRIr9ZndxxG,https://api.spotify.com/v1/audio-analysis/4aA8R1nG64xaRIr9ZndxxG,4,1
spotify:track:76nqR8hb279mkQLNkQMzK1,Dead Rope Machine,Rishloo,37,"['alternative metal', 'progressive metal']",Living as Ghosts With Buildings as Teeth,26,0.249,0.816,1,-5.927,1,0.0421,0.0414,0.0106,0.0886,0.353,141.713,audio_features,76nqR8hb279mkQLNkQMzK1,spotify:track:76nqR8hb279mkQLNkQMzK1,https://api.spotify.com/v1/tracks/76nqR8hb279mkQLNkQMzK1,https://api.spotify.com/v1/audio-analysis/76nqR8hb279mkQLNkQMzK1,4,1
spotify:track:5EVGgRH4HAJXn5jiCLsBUo,Keep It 100,Joyner Lucas,70,"['boston hip hop', 'hip hop', 'pop rap', 'rap']",508-507-2209,42,0.58,0.911,1,-6.574,1,0.547,0.408,0,0.188,0.528,170.829,audio_features,5EVGgRH4HAJXn5jiCLsBUo,spotify:track:5EVGgRH4HAJXn5jiCLsBUo,https://api.spotify.com/v1/tracks/5EVGgRH4HAJXn5jiCLsBUo,https://api.spotify.com/v1/audio-analysis/5EVGgRH4HAJXn5jiCLsBUo,4,1
spotify:track:7CcaktZZsdb8AWPdhDM38f,Pariah,Steven Wilson,47,"['art rock', 'neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']",To The Bone,45,0.497,0.213,6,-13.199,0,0.0317,0.102,0.112,0.21,0.0412,135.03,audio_features,7CcaktZZsdb8AWPdhDM38f,spotify:track:7CcaktZZsdb8AWPdhDM38f,https://api.spotify.com/v1/tracks/7CcaktZZsdb8AWPdhDM38f,https://api.spotify.com/v1/audio-analysis/7CcaktZZsdb8AWPdhDM38f,4,1
spotify:track:5wvYib82q05wiNjLElD8GJ,Dig,Incubus,66,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'pop rock', 'post-grunge', 'rock']",Light Grenades,62,0.45,0.895,11,-4.739,1,0.0386,0.0293,0,0.116,0.463,77.577,audio_features,5wvYib82q05wiNjLElD8GJ,spotify:track:5wvYib82q05wiNjLElD8GJ,https://api.spotify.com/v1/tracks/5wvYib82q05wiNjLElD8GJ,https://api.spotify.com/v1/audio-analysis/5wvYib82q05wiNjLElD8GJ,4,1
spotify:track:2319gHincsCeSmc19Efi2j,Forever,HAIM,64,['metropopolis'],Days Are Gone,45,0.773,0.867,0,-4.595,1,0.0603,0.145,0.000333,0.105,0.592,117.984,audio_features,2319gHincsCeSmc19Efi2j,spotify:track:2319gHincsCeSmc19Efi2j,https://api.spotify.com/v1/tracks/2319gHincsCeSmc19Efi2j,https://api.spotify.com/v1/audio-analysis/2319gHincsCeSmc19Efi2j,4,1
spotify:track:5wL742yBgvtbw1IibA3FMJ,Falling,HAIM,64,['metropopolis'],Days Are Gone,46,0.741,0.894,2,-5.648,1,0.069,0.076,4.89e-05,0.0835,0.297,111.969,audio_features,5wL742yBgvtbw1IibA3FMJ,spotify:track:5wL742yBgvtbw1IibA3FMJ,https://api.spotify.com/v1/tracks/5wL742yBgvtbw1IibA3FMJ,https://api.spotify.com/v1/audio-analysis/5wL742yBgvtbw1IibA3FMJ,4,1
spotify:track:7gChGUkqWkinDS7uYoMLIM,Moaning Lisa Smile,Wolf Alice,60,"['indie rock', 'modern alternative rock', 'modern rock', 'rock']",My Love Is Cool,44,0.513,0.839,9,-4.374,1,0.0427,0.000788,0.237,0.113,0.294,98.12,audio_features,7gChGUkqWkinDS7uYoMLIM,spotify:track:7gChGUkqWkinDS7uYoMLIM,https://api.spotify.com/v1/tracks/7gChGUkqWkinDS7uYoMLIM,https://api.spotify.com/v1/audio-analysis/7gChGUkqWkinDS7uYoMLIM,4,1
spotify:track:4JVSkSJAKbSlwkSepkXcK6,Something Good,alt-J,68,"['indie rock', 'modern rock']",An Awesome Wave,0,0.68,0.588,7,-10.36,1,0.0296,0.728,0.499,0.0791,0.521,108.994,audio_features,4JVSkSJAKbSlwkSepkXcK6,spotify:track:4JVSkSJAKbSlwkSepkXcK6,https://api.spotify.com/v1/tracks/4JVSkSJAKbSlwkSepkXcK6,https://api.spotify.com/v1/audio-analysis/4JVSkSJAKbSlwkSepkXcK6,4,1
spotify:track:2zZukydGSdnPcuE4PqGglq,Hunger Of The Pine,alt-J,68,"['indie rock', 'modern rock']",Hunger Of The Pine,0,0.36,0.434,7,-9.51,1,0.0313,0.795,0.0317,0.0995,0.0737,93.657,audio_features,2zZukydGSdnPcuE4PqGglq,spotify:track:2zZukydGSdnPcuE4PqGglq,https://api.spotify.com/v1/tracks/2zZukydGSdnPcuE4PqGglq,https://api.spotify.com/v1/audio-analysis/2zZukydGSdnPcuE4PqGglq,4,1
spotify:track:45aZM1UAGfThfsQ6haapFu,Lofticries,Purity Ring,51,"['art pop', 'canadian electropop', 'chillwave', 'dark pop', 'dream pop', 'edmonton indie', 'electropop', 'grave wave', 'indietronica', 'metropopolis', 'shimmer pop']",Shrines,0,0.671,0.73,8,-6.773,1,0.0369,0.116,0.000356,0.201,0.299,112.011,audio_features,45aZM1UAGfThfsQ6haapFu,spotify:track:45aZM1UAGfThfsQ6haapFu,https://api.spotify.com/v1/tracks/45aZM1UAGfThfsQ6haapFu,https://api.spotify.com/v1/audio-analysis/45aZM1UAGfThfsQ6haapFu,4,1
spotify:track:6TMSo0TqIKaotFuWeUKxc6,Dmt,xxyyxx,39,['wonky'],Xxyyxx,0,0.537,0.424,1,-11.281,1,0.0409,0.0171,0.842,0.355,0.0761,193.994,audio_features,6TMSo0TqIKaotFuWeUKxc6,spotify:track:6TMSo0TqIKaotFuWeUKxc6,https://api.spotify.com/v1/tracks/6TMSo0TqIKaotFuWeUKxc6,https://api.spotify.com/v1/audio-analysis/6TMSo0TqIKaotFuWeUKxc6,4,1
spotify:track:2ylVfK4pVfeSV4zxieyT2B,Touch,Shura,46,"['art pop', 'electropop', 'indie pop', 'indie poptimism', 'uk pop']",Nothing's Real,53,0.731,0.662,9,-11.58,0,0.255,0.568,0.00102,0.22,0.432,89.927,audio_features,2ylVfK4pVfeSV4zxieyT2B,spotify:track:2ylVfK4pVfeSV4zxieyT2B,https://api.spotify.com/v1/tracks/2ylVfK4pVfeSV4zxieyT2B,https://api.spotify.com/v1/audio-analysis/2ylVfK4pVfeSV4zxieyT2B,4,1
